2.516,3.5238
0.56937,0.020985
0.3612,3.6418
2.3516,2.1642
2.8856,3.775
1.9013,1.1677
1.577,3.0281
3.4674,3.7135
2.6909,1.958
0.36082,4.4238
1.9118,0.28619
2.975,0.24435
3.2683,3.7414
3.2227,4.4607
3.9114,2.5664
2.7246,3.9673
1.5199,2.9549
4.8907,2.0187
0.053946,3.6952
0.055031,3.7586
0.84469,2.0022
1.6332,4.8459
2.2036,1.6233
0.18096,2.502
2.3307,3.601
0.77687,1.6407
4.928,4.0787
4.8379,1.7436
0.98132,0.66722
3.556,0.25705
3.9763,2.1399
2.9375,1.4416
0.088828,0.40351
3.004,1.204
0.060162,0.22931
2.3742,1.2775
1.9648,3.5237
4.0682,4.0947
2.9966,3.1553
1.0042,2.2528
4.6023,0.52052
3.6444,4.2075
2.283,3.4821
0.49558,1.8109
4.6908,4.6378
2.613,0.57484
4.7943,0.50474
1.3072,0.52993
0.31642,1.088
1.8231,1.8639
3.1763,4.1048
0.62888,1.8728
3.427,2.5845
2.7822,3.6369
3.5288,4.3023
2.8899,0.8851
1.4405,0.89542
2.1009,3.2862
1.7634,0.21448
0.079768,3.6764
4.3332,4.9084
2.8446,4.7982
3.6337,2.4036
3.2574,2.5214
1.7449,0.19212
0.0029289,4.0181
2.8896,3.4371
1.7388,0.98194
4.3616,3.4092
4.4073,2.7441
1.8297,0.67083
4.6007,0.1515
2.4007,3.8131
3.8974,2.3602
4.5498,2.7793
2.0517,2.8679
4.5395,2.5606
4.8706,3.241
3.6492,1.2543
0.76073,0.076756
4.3296,4.2764
3.1372,1.6325
2.9441,3.9996
2.7914,3.2738
4.7668,0.36795
1.7702,1.9762
1.4857,0.48775
1.3716,4.6069
2.3528,0.90166
1.9184,2.478
3.5974,1.6744
0.69579,2.3264
2.2702,2.0766
3.7849,1.1406
1.0162,2.1912
0.18126,1.4358
3.7353,4.6689
1.2963,4.9935
2.9741,4.5665
1.2447,4.7905
0.32022,1.1941
2.4899,3.476
0.097715,4.1144
0.91028,2.1342
4.0248,2.4264
2.6818,2.458
4.4843,0.97334
2.118,2.6841
2.3989,0.26961
3.5932,3.7142
3.7453,2.3157
2.3391,1.1959
3.6575,1.5219
2.2467,1.8705
3.0439,4.5136
3.4086,3.6499
4.1836,2.3526
0.58663,1.6257
1.8318,3.7388
0.93361,2.6102
4.3989,4.0467
0.28398,3.8665
0.77274,0.71654
1.6887,0.32727
2.9094,0.31473
1.6366,4.1162
4.1215,4.9484
1.4314,0.53297
4.559,1.3755
4.7284,2.0141
0.91647,3.381
4.5921,4.4303
0.090224,2.2026
2.3262,1.497
0.6036,1.4817
1.0705,1.3001
0.83751,3.2725
1.9062,3.1728
3.7312,3.7103
4.7036,1.722
1.9178,0.22797
4.8516,1.9396
2.6233,0.85062
1.2678,4.9267
2.302,3.9774
1.559,3.3351
0.22012,2.9688
0.54274,3.0381
3.8499,1.0081
4.5724,2.6228
2.5543,2.818
2.1545,1.2736
0.8806,1.3318
0.70147,4.6439
3.6788,4.9585
1.4181,3.8159
0.084219,1.8117
4.2928,0.65778
1.5655,0.87894
3.6343,2.4679
0.17035,3.089
0.44457,0.53087
2.9544,3.3917
0.167,4.7729
4.578,2.4018
3.3048,2.2081
0.43123,2.3937
4.149,0.91616
4.3558,3.1251
0.88656,2.202
2.7999,3.9391
2.0834,0.81142
1.2261,3.741
2.9867,2.5308
2.492,1.7886
4.6341,4.4856
3.3959,1.9119
2.8209,3.3787
3.9924,4.8314
4.5117,2.2078
1.9994,0.55357
0.99542,0.77574
2.1915,2.8294
3.1913,4.3267
3.0464,3.7277
2.6257,4.7666
4.9128,3.4492
2.8312,1.7041
1.0502,1.0624
1.6439,3.162
2.3724,2.1349
1.668,2.752
4.8392,2.7996
3.7436,3.9679
1.0624,3.3335
2.5577,3.8402
4.8075,4.5512
1.9811,0.50486
1.3644,3.0166
4.9591,1.775
2.6216,2.2607
0.0090307,3.7017
3.1186,4.4991
1.2757,1.2965
0.74489,3.49
0.80932,4.3262
0.041724,3.4723
3.7485,1.8776
2.1469,3.723
2.4235,3.556
4.8694,2.7314
0.0059761,0.27079
0.6208,3.3036
0.90285,4.0976
3.9044,2.8862
1.963,1.522
3.0354,2.1153
1.4747,1.5534
2.1475,3.8671
0.88899,0.25964
2.2601,4.6409
2.0231,3.4281
1.5082,0.23065
4.6262,0.2954
3.8853,1.76
2.6214,4.7065
4.7464,3.9154
3.1868,4.9335
0.27307,2.5201
3.9282,0.21647
0.87435,1.7421
4.3847,0.32135
0.43644,2.8601
2.1184,2.2227
3.0275,0.098014
2.5137,4.7805
3.5917,4.5249
4.7363,4.0075
0.23236,3.6356
1.468,2.7701
1.0411,2.5178
1.9144,1.0463
0.11132,4.7512
3.2665,2.206
1.7019,4.8276
3.2062,3.3381
3.0244,2.1483
3.1053,4.8513
1.927,0.082489
4.409,2.0483
4.8213,4.384
2.417,2.3905
0.91376,4.0641
3.395,2.7748
0.50312,4.2217
0.59011,4.673
1.8777,2.5064
1.9711,0.32711
1.4527,4.6225
4.705,2.0919
1.1392,1.4125
4.068,4.8974
1.1829,3.5103
0.81201,3.38
0.77872,0.20131
3.4185,2.4145
2.1881,4.8893
