1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,0
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,0
56,1
57,1
58,1
59,0
60,0
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,0
86,0
87,0
88,1
89,1
90,1
91,1
92,1
93,0
94,0
95,0
96,1
97,1
98,1
99,1
100,1
101,0
102,0
103,0
104,0
105,0
106,1
107,1
108,1
109,1
110,0
111,0
112,0
113,0
114,1
115,0
116,0
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,0
125,0
126,1
127,1
128,0
129,1
130,0
131,1
132,1
133,1
134,0
135,0
136,1
137,0
138,1
139,1
140,0
141,0
142,0
143,1
144,0
145,1
146,1
147,1
148,1
149,1
150,0
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,1
165,0
166,1
167,1
168,1
169,1
170,0
171,0
172,1
173,1
174,1
175,1
176,0
177,1
178,0
179,0
180,1
181,1
182,0
183,0
184,0
185,0
186,1
187,1
188,1
189,1
190,0
191,0
192,1
193,1
194,1
195,0
196,0
197,0
198,0
199,1
200,0
201,1
202,0
203,0
204,1
205,1
206,1
207,1
208,1
209,1
210,0
211,0
212,0
213,1
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,1
222,0
223,1
224,0
225,1
226,0
227,1
228,1
229,0
230,1
231,0
232,1
233,1
234,1
235,0
236,0
237,1
238,0
239,0
240,1
241,0
242,0
243,0
244,0
245,0
246,1
247,0
248,0
249,1
250,1
251,1
252,1
253,0
254,1
255,1
256,0
257,0
258,0
259,0
260,1
261,0
262,0
263,1
264,0
265,0
266,0
267,1
268,1
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,0
281,1
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,1
291,1
292,0
293,0
294,1
295,1
296,0
297,0
298,0
299,1
300,0
301,1
302,0
303,1
304,1
305,0
306,1
307,0
308,0
309,0
310,0
311,1
312,0
313,0
314,0
315,0
316,0
317,1
318,0
319,1
320,1
321,0
322,0
323,1
324,0
325,0
326,0
327,0
328,1
329,0
330,0
331,1
332,0
333,1
334,1
335,0
336,1
337,0
338,1
339,1
340,1
341,0
342,0
343,1
344,0
345,1
346,0
347,0
348,1
349,1
350,0
351,0
352,0
353,1
354,1
355,1
356,0
357,0
358,0
359,0
360,1
361,1
362,0
363,0
364,0
365,1
366,0
367,0
368,1
369,0
370,0
371,1
372,0
373,0
374,1
375,0
376,0
377,1
378,0
379,0
380,1
381,0
382,0
383,0
384,0
385,1
386,1
387,1
388,1
389,0
390,0
391,0
392,1
393,0
394,1
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,0
413,0
414,0
415,1
416,1
417,0
418,0
419,0
420,0
421,1
422,1
423,1
424,0
425,1
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,1
434,1
435,0
436,0
437,1
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,1
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,0
475,0
476,0
477,1
478,1
479,1
480,0
481,0
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,1
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,1
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,1
543,0
544,0
545,0
546,1
547,0
548,0
549,1
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,1
561,0
562,0
563,1
564,0
565,1
566,0
567,1
568,1
569,1
570,0
571,1
572,0
573,0
574,0
575,1
576,0
577,0
578,0
579,0
580,0
581,1
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,1
595,0
596,0
597,0
598,0
599,1
600,0
601,0
602,0
603,1
